"original_title,""overview"",""popularity"",""release_date"",""vote_average"",""vote_count"",""budget"",""keywords"",""director"",""comentarios""",,,,,,,
"Me, Myself & Irene,""A quiet and peaceful community in the Dominion of Canada is shaken up by the arrival of a wounded and stinky gun-toting American cowboy, simply known as The Montana Kid, wanted for the alleged killing of seven men. A subsequent clarification reveals that his real name is Sean Rafferty, and he admits to killing, not seven, but eleven men. Things only get worse after Sean gets in the bad books of the local militia, and with armed bounty hunters hot on his trail, challenges the local unarmed blacksmith, Jack Smith, to a duel - wild west style! Written by rAjOo"",""3753703"",""4/30/2010"",""67"",""27"",""10000000"",""gunslinger bounty hunter blacksmith duel wild west"",""William Phillips"",""""",,,,,,,
"The Patriot,""With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances â€“ and confront powerful enemies."",""7.73E+15"",""4/28/2010"",""66"",""6849"",""200000000"",""malibu marvel comic superhero based on comic book revenge"",""Jon Favreau"",""""",,,,,,,
"The Adventures of Rocky & Bullwinkle,""When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other."",""1.84E+16"",""4/23/2010"",""57"",""458"",""35000000"",""kiss sperm bank romantic comedy male female relationship doctor"",""Alan Poul"",""""",,,,,,,
"Aberdeen,""A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war."",""24903418"",""4/23/2010"",""62"",""515"",""25000000"",""hospital black ops reference to macgyver sucked into jet engine"",""Sylvain White"",""""",,,,,,,
"The Kid,""100 pounds overweight, loaded up on steroids and suffering from a debilitating autoimmune disease, Joe Cross is at the end of his rope and the end of his hope. In the mirror he saw a 310lb man whose gut was bigger than a beach ball and a path laid out before him that wouldn't end wellâ€” with one foot already in the grave, the other wasn't far behind. FAT, SICK &amp"," NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health."",""545825"",""4/16/2010"",""71"",""47"",""0"",""diet fasting vegetable juice australian man"",""Joe Cross"",""""",,,,,,
"PokÃ©mon: Spell of the Unknown,""The true story of Australia's cat-and-mouse underground mine warfare â€“ one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was a secret struggle BENEATH the Western Front that combined daring engineering, technology and science, and few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers."",""3949796"",""4/15/2010"",""73"",""40"",""7347125"","""",""Jeremy Sims"",""""",,,,,,,
"X-Men,""Rachel Singer is a former Mossad agent who tried to capture a notorious Nazi war criminal â€“ the Surgeon of Birkenau â€“ in a secret Israeli mission that ended with his death on the streets of East Berlin. Now, 30 years later, a man claiming to be the doctor has surfaced, and Rachel must return to Eastern Europe to uncover the truth. Overwhelmed by haunting memories of her younger self and her two fellow agents, the still-celebrated heroine must relive the trauma of those events and confront the debt she has incurred."",""14857884"",""4/11/2010"",""63"",""257"",""20000000"",""beach mossad secret agent insane asylum lye"",""John Madden"",""""",,,,,,,
"The In Crowd,""A young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive."",""14570359"",""4/9/2010"",""54"",""251"",""4500000"",""wheelchair nightmare funeral injection crying"",""Agnieszka Wojtowicz-Vosloo"",""""",,,,,,,
"What Lies Beneath,""A young boy fighting cancer writes letters to God, touching lives in his neighborhood and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. They inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction."",""3.64E+16"",""4/9/2010"",""65"",""37"",""0"",""letter hope postman god cancer"",""David Nixon"",""""",,,,,,,
"Loser,""Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves â€“ and now a number of unsavoury characters want Phil and Claire killed."",""3.81E+16"",""4/8/2010"",""59"",""1122"",""55000000"",""date corruption taxi expensive restaurant wife husband relationship"",""Shawn Levy"",""""",,,,,,,
"Thomas and the Magic Railroad,""When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?"",""1.37E+16"",""4/2/2010"",""46"",""149"",""35000000"",""bear animal aftercreditsstinger duringcreditsstinger real estate"",""Roger Kumble"",""""",,,,,,,
"Nutty Professor II: The Klumps,""Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages. Their intimate week in the Bahamas is disrupted by the arrival of an ex-husband determined to win back his recently remarried wife."",""2986286"",""4/2/2010"",""61"",""29"",""20000000"","""",""Tyler Perry"",""""",,,,,,,
"Coyote Ugly,""Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny."",""47686442"",""4/1/2010"",""56"",""2233"",""125000000"",""hades mythology greek mythology zeus medusa"",""Louis Leterrier"",""""",,,,,,,
"Space Cowboys,""Based on a true story, a group of boys from Monterrey, Mexico who become the first non-U.S. team to win the Little League World Series."",""9.04E+15"",""4/1/2010"",""63"",""30"",""12500000"",""baseball sport based on true story family relationships"",""William Dear"",""""",,,,,,,
"Hollow Man,""A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect."",""23139971"",""3/31/2010"",""69"",""923"",""0"",""brother sister relationship new love daughter summer vacation woman director"",""Julie Anne Robinson"",""""",,,,,,,
"Psycho Beach Party,""A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born."",""33926473"",""3/26/2010"",""60"",""894"",""36000000"",""female nudity one-night stand time travel time machine incest overtones"",""Steve Pink"",""""",,,,,,,
"The Replacements,""Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once sheâ€™s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons."",""23835055"",""3/26/2010"",""60"",""436"",""35000000"",""nanny fantasy children aftercreditsstinger duringcreditsstinger"",""Susanna White"",""""",,,,,,,
"Autumn in New York,""Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so."",""45054936"",""3/22/2010"",""71"",""4645"",""28000000"",""crime fighter secret identity comic book superhero murder"",""Matthew Vaughn"",""""",,,,,,,
"Bless the Child,""Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kidâ€™s life â€“ middle school! That wonâ€™t be easy, considering heâ€™s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!"",""21095489"",""3/19/2010"",""59"",""355"",""15000000"",""based on novel coming of age young boy breaking the fourth wall middle school"",""Thor Freudenthal"",""""",,,,,,,
